pollster,sponsor,start.date,end.date,condition,variable,response,population,N
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,moi,healthcare,RV,204
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,moi,the environment,RV,106
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,moi,threats to democracy,RV,133
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,moi,national security and foreign policy,RV,35
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,moi,other,RV,27
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,fav_harris,favourable,RV,389
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,fav_harris,unfavourable,RV,487
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,fav_harris,no opinion,RV,18
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,fav_trump,favourable,RV,416
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,fav_trump,unfavourable,RV,460
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,fav_trump,no opinion,RV,18
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,vote2024,D,RV,407
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,vote2024,R,RV,460
Angus Reid Global,,2024-10-23,2024-10-27,age_over.55,vote2024,OTHER,RV,27
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,moi,the economy,RV,1000
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,moi,immigration,RV,243
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,moi,social issues,RV,765
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,moi,healthcare,RV,226
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,moi,the environment,RV,122
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,moi,threats to democracy,RV,122
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,moi,national security and foreign policy,RV,26
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,moi,other,RV,26
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,fav_harris,favourable,RV,425
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,fav_harris,unfavourable,RV,400
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,fav_harris,no opinion,RV,35
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,fav_trump,favourable,RV,365
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,fav_trump,unfavourable,RV,478
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,fav_trump,no opinion,RV,26
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,vote2024,D,RV,452
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,vote2024,R,RV,382
Angus Reid Global,,2024-10-23,2024-10-27,income_under.50k,vote2024,OTHER,RV,35
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,moi,the economy,RV,608
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,moi,immigration,RV,178
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,moi,social issues,RV,452
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,moi,healthcare,RV,124
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,moi,the environment,RV,97
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,moi,threats to democracy,RV,75
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,moi,national security and foreign policy,RV,27
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,moi,other,RV,16
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,fav_harris,favourable,RV,242
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,fav_harris,unfavourable,RV,286
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,fav_harris,no opinion,RV,11
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,fav_trump,favourable,RV,259
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,fav_trump,unfavourable,RV,275
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,fav_trump,no opinion,RV,11
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,vote2024,D,RV,248
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,vote2024,R,RV,270
Angus Reid Global,,2024-10-23,2024-10-27,income_between.50k.100k,vote2024,OTHER,RV,16
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,moi,the economy,RV,415
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,moi,immigration,RV,118
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,moi,social issues,RV,336
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,moi,healthcare,RV,72
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,moi,the environment,RV,69
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,moi,threats to democracy,RV,57
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,moi,national security and foreign policy,RV,30
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,moi,other,RV,11
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,fav_harris,favourable,RV,206
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,fav_harris,unfavourable,RV,171
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,fav_harris,no opinion,RV,8
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,fav_trump,favourable,RV,171
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,fav_trump,unfavourable,RV,202
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,fav_trump,no opinion,RV,8
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,vote2024,D,RV,202
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,vote2024,R,RV,171
Angus Reid Global,,2024-10-23,2024-10-27,income_over.100k,vote2024,OTHER,RV,11
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,moi,the economy,RV,855
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,moi,immigration,RV,232
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,moi,social issues,RV,623
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,moi,healthcare,RV,167
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,moi,the environment,RV,87
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,moi,threats to democracy,RV,101
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,moi,national security and foreign policy,RV,14
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,moi,other,RV,14
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,fav_harris,favourable,RV,318
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,fav_harris,unfavourable,RV,370
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,fav_harris,no opinion,RV,29
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,fav_trump,favourable,RV,340
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,fav_trump,unfavourable,RV,362
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,fav_trump,no opinion,RV,22
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,vote2024,D,RV,326
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,vote2024,R,RV,376
Angus Reid Global,,2024-10-23,2024-10-27,education_no.college,vote2024,OTHER,RV,29
Angus Reid Global,,2024-10-23,2024-10-27,education_college,moi,the economy,RV,1337
Angus Reid Global,,2024-10-23,2024-10-27,education_college,moi,immigration,RV,361
Angus Reid Global,,2024-10-23,2024-10-27,education_college,moi,social issues,RV,1035
Angus Reid Global,,2024-10-23,2024-10-27,education_college,moi,healthcare,RV,278
Angus Reid Global,,2024-10-23,2024-10-27,education_college,moi,the environment,RV,216
Angus Reid Global,,2024-10-23,2024-10-27,education_college,moi,threats to democracy,RV,181
Angus Reid Global,,2024-10-23,2024-10-27,education_college,moi,national security and foreign policy,RV,66
Angus Reid Global,,2024-10-23,2024-10-27,education_college,moi,other,RV,42
Angus Reid Global,,2024-10-23,2024-10-27,education_college,fav_harris,favourable,RV,602
Angus Reid Global,,2024-10-23,2024-10-27,education_college,fav_harris,unfavourable,RV,573
Angus Reid Global,,2024-10-23,2024-10-27,education_college,fav_harris,no opinion,RV,36
Angus Reid Global,,2024-10-23,2024-10-27,education_college,fav_trump,favourable,RV,518
Angus Reid Global,,2024-10-23,2024-10-27,education_college,fav_trump,unfavourable,RV,663
Angus Reid Global,,2024-10-23,2024-10-27,education_college,fav_trump,no opinion,RV,30
Angus Reid Global,,2024-10-23,2024-10-27,education_college,vote2024,D,RV,626
Angus Reid Global,,2024-10-23,2024-10-27,education_college,vote2024,R,RV,531
Angus Reid Global,,2024-10-23,2024-10-27,education_college,vote2024,OTHER,RV,48
Angus Reid Global,,2024-10-23,2024-10-27,race_white,moi,the economy,RV,1625
Angus Reid Global,,2024-10-23,2024-10-27,race_white,moi,immigration,RV,500
Angus Reid Global,,2024-10-23,2024-10-27,race_white,moi,social issues,RV,1026
Angus Reid Global,,2024-10-23,2024-10-27,race_white,moi,healthcare,RV,306
Angus Reid Global,,2024-10-23,2024-10-27,race_white,moi,the environment,RV,222
Angus Reid Global,,2024-10-23,2024-10-27,race_white,moi,threats to democracy,RV,222
Angus Reid Global,,2024-10-23,2024-10-27,race_white,moi,national security and foreign policy,RV,69
Angus Reid Global,,2024-10-23,2024-10-27,race_white,moi,other,RV,42
Angus Reid Global,,2024-10-23,2024-10-27,race_white,fav_harris,favourable,RV,555
Angus Reid Global,,2024-10-23,2024-10-27,race_white,fav_harris,unfavourable,RV,791
Angus Reid Global,,2024-10-23,2024-10-27,race_white,fav_harris,no opinion,RV,28
Angus Reid Global,,2024-10-23,2024-10-27,race_white,fav_trump,favourable,RV,708
Angus Reid Global,,2024-10-23,2024-10-27,race_white,fav_trump,unfavourable,RV,652
Angus Reid Global,,2024-10-23,2024-10-27,race_white,fav_trump,no opinion,RV,28
Angus Reid Global,,2024-10-23,2024-10-27,race_white,vote2024,D,RV,583
Angus Reid Global,,2024-10-23,2024-10-27,race_white,vote2024,R,RV,764
Angus Reid Global,,2024-10-23,2024-10-27,race_white,vote2024,OTHER,RV,56
Angus Reid Global,,2024-10-23,2024-10-27,race_black,moi,the economy,RV,234
Angus Reid Global,,2024-10-23,2024-10-27,race_black,moi,immigration,RV,27
Angus Reid Global,,2024-10-23,2024-10-27,race_black,moi,social issues,RV,319
Angus Reid Global,,2024-10-23,2024-10-27,race_black,moi,healthcare,RV,68
Angus Reid Global,,2024-10-23,2024-10-27,race_black,moi,the environment,RV,22
Angus Reid Global,,2024-10-23,2024-10-27,race_black,moi,threats to democracy,RV,19
Angus Reid Global,,2024-10-23,2024-10-27,race_black,moi,national security and foreign policy,RV,7
Angus Reid Global,,2024-10-23,2024-10-27,race_black,moi,other,RV,5
Angus Reid Global,,2024-10-23,2024-10-27,race_black,fav_harris,favourable,RV,181
Angus Reid Global,,2024-10-23,2024-10-27,race_black,fav_harris,unfavourable,RV,41
Angus Reid Global,,2024-10-23,2024-10-27,race_black,fav_harris,no opinion,RV,17
Angus Reid Global,,2024-10-23,2024-10-27,race_black,fav_trump,favourable,RV,42
Angus Reid Global,,2024-10-23,2024-10-27,race_black,fav_trump,unfavourable,RV,186
Angus Reid Global,,2024-10-23,2024-10-27,race_black,fav_trump,no opinion,RV,17
Angus Reid Global,,2024-10-23,2024-10-27,race_black,vote2024,D,RV,198
Angus Reid Global,,2024-10-23,2024-10-27,race_black,vote2024,R,RV,36
Angus Reid Global,,2024-10-23,2024-10-27,race_black,vote2024,OTHER,RV,7
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,moi,the economy,RV,232
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,moi,immigration,RV,42
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,moi,social issues,RV,193
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,moi,healthcare,RV,59
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,moi,the environment,RV,40
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,moi,threats to democracy,RV,33
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,moi,national security and foreign policy,RV,4
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,moi,other,RV,2
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,fav_harris,favourable,RV,117
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,fav_harris,unfavourable,RV,82
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,fav_harris,no opinion,RV,10
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,fav_trump,favourable,RV,77
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,fav_trump,unfavourable,RV,124
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,fav_trump,no opinion,RV,8
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,vote2024,D,RV,121
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,vote2024,R,RV,75
Angus Reid Global,,2024-10-23,2024-10-27,race_hispanic,vote2024,OTHER,RV,13
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,moi,the economy,RV,677
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,moi,immigration,RV,51
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,moi,social issues,RV,1045
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,moi,healthcare,RV,266
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,moi,the environment,RV,240
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,moi,threats to democracy,RV,154
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,moi,national security and foreign policy,RV,43
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,moi,other,RV,26
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,fav_harris,favourable,RV,780
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,fav_harris,unfavourable,RV,69
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,fav_harris,no opinion,RV,17
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,fav_trump,favourable,RV,51
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,fav_trump,unfavourable,RV,789
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,fav_trump,no opinion,RV,17
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,vote2024,D,RV,806
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,vote2024,R,RV,26
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_D,vote2024,OTHER,RV,17
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,moi,the economy,RV,1226
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,moi,immigration,RV,490
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,moi,social issues,RV,385
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,moi,healthcare,RV,123
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,moi,the environment,RV,33
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,moi,threats to democracy,RV,90
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,moi,national security and foreign policy,RV,33
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,moi,other,RV,16
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,fav_harris,favourable,RV,66
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,fav_harris,unfavourable,RV,743
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,fav_harris,no opinion,RV,16
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,fav_trump,favourable,RV,736
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,fav_trump,unfavourable,RV,82
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,fav_trump,no opinion,RV,8
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,vote2024,D,RV,33
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,vote2024,R,RV,776
Angus Reid Global,,2024-10-23,2024-10-27,vote2020_R,vote2024,OTHER,RV,8
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_rep,vote2024,R,LV,519
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_rep,vote2024,D,LV,37
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_rep,vote2024,L,LV,3
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_rep,vote2024,G,LV,0
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_rep,vote2024,stay home,LV,9
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_dem,vote2024,R,LV,23
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_dem,vote2024,D,LV,531
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_dem,vote2024,L,LV,0
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_dem,vote2024,G,LV,12
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_dem,vote2024,stay home,LV,5
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_ind,vote2024,R,LV,104
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_ind,vote2024,D,LV,125
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_ind,vote2024,L,LV,5
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_ind,vote2024,G,LV,14
Noble Predictive Insights,,2024-10-23,2024-10-27,party.id_ind,vote2024,stay home,LV,5
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_R,vote2024,R,LV,277
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_R,vote2024,D,LV,12
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_R,vote2024,L,LV,0
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_R,vote2024,G,LV,0
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_R,vote2024,stay home,LV,3
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_D,vote2024,R,LV,16
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_D,vote2024,D,LV,293
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_D,vote2024,L,LV,0
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_D,vote2024,G,LV,6
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_D,vote2024,stay home,LV,3
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_stay home,vote2024,R,LV,28
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_stay home,vote2024,D,LV,43
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_stay home,vote2024,L,LV,4
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_stay home,vote2024,G,LV,4
Noble Predictive Insights,,2024-10-23,2024-10-27,vote2020_stay home,vote2024,stay home,LV,5
Noble Predictive Insights,,2024-10-23,2024-10-27,race_white,vote2024,R,LV,255
Noble Predictive Insights,,2024-10-23,2024-10-27,race_white,vote2024,D,LV,225
Noble Predictive Insights,,2024-10-23,2024-10-27,race_white,vote2024,L,LV,5
Noble Predictive Insights,,2024-10-23,2024-10-27,race_white,vote2024,G,LV,5
Noble Predictive Insights,,2024-10-23,2024-10-27,race_white,vote2024,stay home,LV,10
Noble Predictive Insights,,2024-10-23,2024-10-27,race_black,vote2024,R,LV,15
Noble Predictive Insights,,2024-10-23,2024-10-27,race_black,vote2024,D,LV,60
Noble Predictive Insights,,2024-10-23,2024-10-27,race_black,vote2024,L,LV,0
Noble Predictive Insights,,2024-10-23,2024-10-27,race_black,vote2024,G,LV,2
Noble Predictive Insights,,2024-10-23,2024-10-27,race_black,vote2024,stay home,LV,1
Noble Predictive Insights,,2024-10-23,2024-10-27,race_hispanic,vote2024,R,LV,33
Noble Predictive Insights,,2024-10-23,2024-10-27,race_hispanic,vote2024,D,LV,38
Noble Predictive Insights,,2024-10-23,2024-10-27,race_hispanic,vote2024,L,LV,0
Noble Predictive Insights,,2024-10-23,2024-10-27,race_hispanic,vote2024,G,LV,2
Noble Predictive Insights,,2024-10-23,2024-10-27,race_hispanic,vote2024,stay home,LV,0
Noble Predictive Insights,,2024-10-23,2024-10-27,education_no.college,vote2024,R,LV,217
Noble Predictive Insights,,2024-10-23,2024-10-27,education_no.college,vote2024,D,LV,184
Noble Predictive Insights,,2024-10-23,2024-10-27,education_no.college,vote2024,L,LV,0
Noble Predictive Insights,,2024-10-23,2024-10-27,education_no.college,vote2024,G,LV,4
Noble Predictive Insights,,2024-10-23,2024-10-27,education_no.college,vote2024,stay home,LV,8
Noble Predictive Insights,,2024-10-23,2024-10-27,education_college,vote2024,R,LV,107
Noble Predictive Insights,,2024-10-23,2024-10-27,education_college,vote2024,D,LV,165
Noble Predictive Insights,,2024-10-23,2024-10-27,education_college,vote2024,L,LV,3
Noble Predictive Insights,,2024-10-23,2024-10-27,education_college,vote2024,G,LV,9
Noble Predictive Insights,,2024-10-23,2024-10-27,education_college,vote2024,stay home,LV,3
Noble Predictive Insights,,2024-10-23,2024-10-27,age_18.34,vote2024,R,LV,32
Noble Predictive Insights,,2024-10-23,2024-10-27,age_18.34,vote2024,D,LV,71
Noble Predictive Insights,,2024-10-23,2024-10-27,age_18.34,vote2024,L,LV,2
Noble Predictive Insights,,2024-10-23,2024-10-27,age_18.34,vote2024,G,LV,6
Noble Predictive Insights,,2024-10-23,2024-10-27,age_18.34,vote2024,stay home,LV,0
Noble Predictive Insights,,2024-10-23,2024-10-27,age_35.44,vote2024,R,LV,65
Noble Predictive Insights,,2024-10-23,2024-10-27,age_35.44,vote2024,D,LV,48
Noble Predictive Insights,,2024-10-23,2024-10-27,age_35.44,vote2024,L,LV,0
Noble Predictive Insights,,2024-10-23,2024-10-27,age_35.44,vote2024,G,LV,5
Noble Predictive Insights,,2024-10-23,2024-10-27,age_35.44,vote2024,stay home,LV,0
Noble Predictive Insights,,2024-10-23,2024-10-27,age_45.54,vote2024,R,LV,71
Noble Predictive Insights,,2024-10-23,2024-10-27,age_45.54,vote2024,D,LV,60
Noble Predictive Insights,,2024-10-23,2024-10-27,age_45.54,vote2024,L,LV,1
Noble Predictive Insights,,2024-10-23,2024-10-27,age_45.54,vote2024,G,LV,1
Noble Predictive Insights,,2024-10-23,2024-10-27,age_45.54,vote2024,stay home,LV,3
Noble Predictive Insights,,2024-10-23,2024-10-27,age_55.64,vote2024,R,LV,75
Noble Predictive Insights,,2024-10-23,2024-10-27,age_55.64,vote2024,D,LV,53
Noble Predictive Insights,,2024-10-23,2024-10-27,age_55.64,vote2024,L,LV,0
Noble Predictive Insights,,2024-10-23,2024-10-27,age_55.64,vote2024,G,LV,1
Noble Predictive Insights,,2024-10-23,2024-10-27,age_55.64,vote2024,stay home,LV,3
Noble Predictive Insights,,2024-10-23,2024-10-27,age_over.64,vote2024,R,LV,81
